Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;CarbonMonoxide;CarbonDioxide;Methane;Oxygen;Hydrogen;CalorificValue
48;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;13.22;7.8;0.79;0.35;5.24;631.82
49;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;14.1;7.7;0.79;0.35;5.31;660.42
50;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;13.71;7.68;0.77;0.35;5.08;639.81
51;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;11.23;8.42;0.69;0.35;4.23;531.8
52;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;9.86;9.33;0.61;0.35;3.57;462.95
53;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;9.95;9.75;0.55;0.35;3.31;452.07
54;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;10.79;9.76;0.53;0.35;3.33;476.05
55;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;11.92;9.51;0.54;0.35;3.53;517.07
56;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;12.51;9.25;0.54;0.35;3.61;537.25
57;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;10.75;9.61;0.5;0.35;3.12;465.63
58;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;8.95;10.43;0.44;0.35;2.55;388.47
59;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;8.69;10.9;0.41;0.35;2.27;369.31
60;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;9.43;10.91;0.38;0.35;2.27;388.72
61;900;900;Air;0.1;Leather scraps ;Marble dust ;2.5;10.55;10.63;0.38;0.35;2.46;428.18
1;21;900;Air;0.1;Leather scraps ;Marble dust ;5;0;0;0;21;0;0
2;28;900;Air;0.1;Leather scraps ;Marble dust ;5;0;0;0;21;0;0
3;47;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1.49;0;20;0;0
4;77;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1.26;0;20;0;0
5;118;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1.14;0;19;0;0
6;167;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1.06;0;19;0;0
7;226;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1.01;0;18.02;0;0
8;290;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1;0;17.95;0;0
9;355;900;Air;0.1;Leather scraps ;Marble dust ;5;0;1.31;0;17.13;0;0
10;413;900;Air;0.1;Leather scraps ;Marble dust ;5;0;2.66;0;14.75;0;0
11;466;900;Air;0.1;Leather scraps ;Marble dust ;5;0.85;6.51;0;10.78;0;25.58
12;510;900;Air;0.1;Leather scraps ;Marble dust ;5;1.84;11.41;0;6.85;0;55.37
13;549;900;Air;0.1;Leather scraps ;Marble dust ;5;3.04;15.45;0;3.85;0;91.47
14;581;900;Air;0.1;Leather scraps ;Marble dust ;5;4.05;18.06;0.82;1.93;0;199.81
15;610;900;Air;0.1;Leather scraps ;Marble dust ;5;5.13;20.29;1.64;0.12;0;310.26
16;636;900;Air;0.1;Leather scraps ;Marble dust ;5;6.21;21.69;3.04;0.12;1.55;522.85
17;659;900;Air;0.1;Leather scraps ;Marble dust ;5;7.37;21.93;4.97;0.12;6.16;881.04
18;682;900;Air;0.1;Leather scraps ;Marble dust ;5;8.32;20.72;6.99;0.12;12.15;1283.33
19;702;900;Air;0.1;Leather scraps ;Marble dust ;5;9.71;19.3;9.1;0.12;18.16;1708.01
20;720;900;Air;0.1;Leather scraps ;Marble dust ;5;11.72;18.04;11.62;0.12;23.16;2159.69
21;737;900;Air;0.1;Leather scraps ;Marble dust ;5;14.28;15.37;13.64;0.12;26.56;2531.87
22;754;900;Air;0.1;Leather scraps ;Marble dust ;5;17.8;12.47;14.83;0.12;28.26;2802.47
23;768;900;Air;0.1;Leather scraps ;Marble dust ;5;21.65;9.28;15.51;0.12;29.85;3031.18
24;784;900;Air;0.1;Leather scraps ;Marble dust ;5;25.49;6.54;15.41;0.12;30.31;3151.17
25;797;900;Air;0.1;Leather scraps ;Marble dust ;5;27.23;4.59;14.82;0.12;30.64;3157.45
26;800;900;Air;0.1;Leather scraps ;Marble dust ;5;26.58;3.36;13.33;0.12;30.68;2997.47
27;810;900;Air;0.1;Leather scraps ;Marble dust ;5;25.39;2.64;11.56;0.12;30.41;2785.21
28;823;900;Air;0.1;Leather scraps ;Marble dust ;5;24.15;2.27;9.69;0.12;29.65;2547.09
29;835;900;Air;0.1;Leather scraps ;Marble dust ;5;23.1;2.1;8.06;0.12;28.17;2315.66
30;847;900;Air;0.1;Leather scraps ;Marble dust ;5;22.33;2.02;6.61;0.12;26.29;2097.63
31;859;900;Air;0.1;Leather scraps ;Marble dust ;5;21.72;2.01;5.4;0.12;24.32;1904.5
32;869;900;Air;0.1;Leather scraps ;Marble dust ;5;21.24;2.05;4.48;0.12;22.48;1746.8
33;879;900;Air;0.1;Leather scraps ;Marble dust ;5;20.82;2.11;3.75;0.12;20.9;1616.85
34;889;900;Air;0.1;Leather scraps ;Marble dust ;5;20.46;2.19;3.22;0.12;19.53;1514.08
35;900;900;Air;0.1;Leather scraps ;Marble dust ;5;19.65;2.36;2.72;0.12;17.92;1393.35
36;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.99;2.61;2.28;0.12;16.61;1291.93
37;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.55;2.86;1.95;0.12;15.45;1212.14
38;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.34;3.07;1.79;0.12;14.34;1156.94
39;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.25;3.28;1.63;0.12;13.39;1110.21
40;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.21;3.49;1.49;0.12;12.59;1071.43
41;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.14;3.69;1.38;0.12;11.83;1035.82
42;900;900;Air;0.1;Leather scraps ;Marble dust ;5;18.08;3.87;1.3;0.12;11.16;1006.09
43;900;900;Air;0.1;Leather scraps ;Marble dust ;5;17.9;4.05;1.22;0.12;10.55;974.57
44;900;900;Air;0.1;Leather scraps ;Marble dust ;5;16.07;4.43;1.11;0.12;9.17;867.19
45;900;900;Air;0.1;Leather scraps ;Marble dust ;5;13.28;5.41;0.92;0.12;7.5;714.53
46;900;900;Air;0.1;Leather scraps ;Marble dust ;5;12.08;6.48;0.79;0.12;6.25;628.15
47;900;900;Air;0.1;Leather scraps ;Marble dust ;5;12.29;7.12;0.71;0.12;5.64;608.36
48;900;900;Air;0.1;Leather scraps ;Marble dust ;5;13.12;7.35;0.67;0.12;5.44;623.47
49;900;900;Air;0.1;Leather scraps ;Marble dust ;5;14.02;7.31;0.65;0.12;5.42;648.04
50;900;900;Air;0.1;Leather scraps ;Marble dust ;5;12.61;7.54;0.6;0.12;4.9;585.09
51;900;900;Air;0.1;Leather scraps ;Marble dust ;5;10.28;8.44;0.53;0.12;4.01;481.33
52;900;900;Air;0.1;Leather scraps ;Marble dust ;5;9.49;9.23;0.47;0.12;3.5;436.39
53;900;900;Air;0.1;Leather scraps ;Marble dust ;5;10.09;9.53;0.44;0.12;3.34;446.74
54;900;900;Air;0.1;Leather scraps ;Marble dust ;5;11.24;9.42;0.43;0.12;3.45;483.73
55;900;900;Air;0.1;Leather scraps ;Marble dust ;5;12.26;9.13;0.42;0.12;3.6;518.02
56;900;900;Air;0.1;Leather scraps ;Marble dust ;5;10.93;9.33;0.4;0.12;3.25;465.48
57;900;900;Air;0.1;Leather scraps ;Marble dust ;5;8.89;10.07;0.35;0.12;2.64;380.84
58;900;900;Air;0.1;Leather scraps ;Marble dust ;5;8.35;10.64;0.33;0.12;2.33;353.29
59;900;900;Air;0.1;Leather scraps ;Marble dust ;5;9.03;10.72;0.32;0.12;2.29;371.59
60;900;900;Air;0.1;Leather scraps ;Marble dust ;5;10.19;10.42;0.32;0.12;2.46;411.65
61;900;900;Air;0.1;Leather scraps ;Marble dust ;5;11.17;10.05;0.32;0.12;2.66;447.2
1;21;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;0.03;0;21;0;0
2;28;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;0.03;0;21;0;0
3;47;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;0.03;0;20;0;0
4;77;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;0.03;0;20;0;0
5;118;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;1.47;0;19;0;0
6;167;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;1.3;0;19;0;0
7;226;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;1.18;0;17.68;0;0
8;290;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;1.13;0;17.69;0;0
9;355;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;1.31;0;16.89;0;0
10;413;900;Air;0.1;Leather scraps ;Marble dust ;7.5;0;2.61;0;14.3;0;0
11;466;900;Air;0.1;Leather scraps ;Marble dust ;7.5;1.03;6.37;0;10.34;0;30.99
12;510;900;Air;0.1;Leather scraps ;Marble dust ;7.5;1.79;10.57;0;7.76;0;53.86
13;549;900;Air;0.1;Leather scraps ;Marble dust ;7.5;2.68;13.63;0;5.72;0;80.64
14;581;900;Air;0.1;Leather scraps ;Marble dust ;7.5;3.71;16.9;0.83;4.13;0;190.53
15;610;900;Air;0.1;Leather scraps ;Marble dust ;7.5;4.82;19.39;1.74;2.74;0;310.44
16;636;900;Air;0.1;Leather scraps ;Marble dust ;7.5;5.92;20.57;3.03;1.67;1.54;512.87
17;659;900;Air;0.1;Leather scraps ;Marble dust ;7.5;7.22;20.93;4.88;0.44;5.23;839.77
18;682;900;Air;0.1;Leather scraps ;Marble dust ;7.5;9.02;20.66;7.28;0.44;10.58;1284.34
19;702;900;Air;0.1;Leather scraps ;Marble dust ;7.5;10.8;20.08;10.14;0.44;16.89;1801.15
20;720;900;Air;0.1;Leather scraps ;Marble dust ;7.5;12.21;18.01;12.52;0.44;23.08;2257.57
21;737;900;Air;0.1;Leather scraps ;Marble dust ;7.5;14.26;14.97;14.71;0.44;28.23;2683.63
22;754;900;Air;0.1;Leather scraps ;Marble dust ;7.5;17;11.81;15.4;0.44;29.85;2880.8
23;768;900;Air;0.1;Leather scraps ;Marble dust ;7.5;21.62;8.69;15.68;0.44;30.44;3064.33
24;784;900;Air;0.1;Leather scraps ;Marble dust ;7.5;24.32;6.02;14.92;0.44;29.6;3047.85
25;797;900;Air;0.1;Leather scraps ;Marble dust ;7.5;23.82;4.24;13.03;0.44;27.16;2779.14
26;800;900;Air;0.1;Leather scraps ;Marble dust ;7.5;23.51;3.19;11.44;0.44;26.1;2586.52
27;810;900;Air;0.1;Leather scraps ;Marble dust ;7.5;22.92;2.51;10.07;0.44;25.83;2430.34
28;823;900;Air;0.1;Leather scraps ;Marble dust ;7.5;22.09;2.14;8.87;0.44;25.54;2282.5
29;835;900;Air;0.1;Leather scraps ;Marble dust ;7.5;21.21;1.91;7.79;0.44;24.92;2134.55
30;847;900;Air;0.1;Leather scraps ;Marble dust ;7.5;20.49;1.79;6.9;0.44;23.97;1999.47
31;859;900;Air;0.1;Leather scraps ;Marble dust ;7.5;19.61;1.71;6.02;0.44;22.73;1851.73
32;869;900;Air;0.1;Leather scraps ;Marble dust ;7.5;18.82;1.67;5.23;0.62;21.52;1716.16
33;879;900;Air;0.1;Leather scraps ;Marble dust ;7.5;18.19;1.66;4.6;0.95;20.14;1595.46
34;889;900;Air;0.1;Leather scraps ;Marble dust ;7.5;17.22;1.66;4.03;1.48;18.62;1465.99
35;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;16.72;1.67;3.62;1.74;17.64;1382.24
36;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;16.18;1.68;3.25;2.03;16.57;1298.37
37;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;15.71;1.7;2.95;2.32;15.62;1226.9
38;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;15.32;1.73;2.7;2.57;14.79;1166.22
39;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;14.96;1.75;2.48;2.76;14.13;1114.46
40;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;14.61;1.77;2.28;3;13.42;1063.38
41;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;13.94;1.8;2.09;3.3;12.37;993.31
42;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;12.07;1.93;1.73;3.95;10.38;842.47
43;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;11.26;2.1;1.53;4.17;9.3;766.32
44;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;11.22;2.29;1.38;4.12;8.79;735.39
45;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;11.45;2.42;1.27;4.03;8.56;724.88
46;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;11.02;2.49;1.14;4.66;7.94;680.78
47;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;10.26;2.56;1.04;4.88;7.27;628.08
48;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;9.37;2.73;0.93;5.29;6.6;570.53
49;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;9.46;2.9;0.88;5.38;6.4;562.42
50;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;9.9;2.99;0.84;5.42;6.37;570.94
51;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;9.98;2.97;0.78;5.81;6.16;561.28
52;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;9.4;2.98;0.73;6.1;5.75;526.64
53;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;8.71;3.11;0.68;6.2;5.43;491.42
54;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;8.52;3.27;0.63;6.2;5.3;477
55;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;8.8;3.37;0.6;6.18;5.31;482.88
56;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;8.84;3.34;0.56;6.54;5.19;476.64
57;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;8.31;3.33;0.53;6.77;4.87;448.14
58;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;7.7;3.48;0.49;6.71;4.65;419.31
59;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;7.45;3.66;0.46;6.65;4.54;405.6
60;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;7.7;3.76;0.44;6.58;4.57;412.13
61;900;900;Air;0.1;Leather scraps ;Marble dust ;7.5;7.71;3.73;0.4;6.95;4.42;404.08
1;21;900;Air;0.1;Leather scraps ;Marble dust ;10;0;0;0;21;0;0
2;28;900;Air;0.1;Leather scraps ;Marble dust ;10;0;0;0;21;0;0
3;47;900;Air;0.1;Leather scraps ;Marble dust ;10;0;0;0;20;0;0
4;77;900;Air;0.1;Leather scraps ;Marble dust ;10;0;0;0;20;0;0
5;118;900;Air;0.1;Leather scraps ;Marble dust ;10;0;1.31;0;19;0;0
6;167;900;Air;0.1;Leather scraps ;Marble dust ;10;0;1.23;0;19;0;0
7;226;900;Air;0.1;Leather scraps ;Marble dust ;10;0;1.18;0;17.68;0;0
8;290;900;Air;0.1;Leather scraps ;Marble dust ;10;0;1.19;0;17.56;0;0
9;355;900;Air;0.1;Leather scraps ;Marble dust ;10;0;1.52;0;16.77;0;0
10;413;900;Air;0.1;Leather scraps ;Marble dust ;10;0.25;3;0;14.78;0;7.52
11;466;900;Air;0.1;Leather scraps ;Marble dust ;10;0.9;6.37;0;12.43;0;27.08
12;510;900;Air;0.1;Leather scraps ;Marble dust ;10;1.51;9.85;0;10.86;0;45.44
13;549;900;Air;0.1;Leather scraps ;Marble dust ;10;2.09;11.61;0;10.27;0;62.89
14;581;900;Air;0.1;Leather scraps ;Marble dust ;10;2.98;13.92;0.83;8.99;0;168.57
15;610;900;Air;0.1;Leather scraps ;Marble dust ;10;4.1;15.65;1.63;7.55;0;278.32
16;636;900;Air;0.1;Leather scraps ;Marble dust ;10;5.56;16.94;3.02;5.39;1.7;505.94
17;659;900;Air;0.1;Leather scraps ;Marble dust ;10;7.46;17.43;5.37;3.03;5.81;911.16
18;682;900;Air;0.1;Leather scraps ;Marble dust ;10;9.46;17.17;8.22;0.43;11.91;1427.27
19;702;900;Air;0.1;Leather scraps ;Marble dust ;10;11.32;16.67;10.99;0.43;18.11;1934.6
20;720;900;Air;0.1;Leather scraps ;Marble dust ;10;12.82;15.08;12.77;0.43;22.53;2283
21;737;900;Air;0.1;Leather scraps ;Marble dust ;10;14.84;12.98;14.09;0.43;24.97;2543.27
22;754;900;Air;0.1;Leather scraps ;Marble dust ;10;17.8;10.7;14.8;0.43;25.82;2725.61
23;768;900;Air;0.1;Leather scraps ;Marble dust ;10;20.09;8.19;14.4;0.43;25.19;2737.38
24;784;900;Air;0.1;Leather scraps ;Marble dust ;10;21.95;6.37;14.13;0.43;25.17;2767.08
25;797;900;Air;0.1;Leather scraps ;Marble dust ;10;23.57;4.96;13.65;0.43;25.53;2781.12
26;800;900;Air;0.1;Leather scraps ;Marble dust ;10;23.58;4.02;12.9;0.43;25.13;2697.99
27;810;900;Air;0.1;Leather scraps ;Marble dust ;10;22.75;3.36;11.94;0.43;24.51;2562.95
28;823;900;Air;0.1;Leather scraps ;Marble dust ;10;21.65;2.91;10.73;0.43;23.65;2388.75
29;835;900;Air;0.1;Leather scraps ;Marble dust ;10;20.39;2.67;9.28;0.43;22.07;2165.08
30;847;900;Air;0.1;Leather scraps ;Marble dust ;10;19.58;2.54;8.05;0.43;20.9;1988.29
31;859;900;Air;0.1;Leather scraps ;Marble dust ;10;18.68;2.48;6.79;0.43;19.28;1792.3
32;869;900;Air;0.1;Leather scraps ;Marble dust ;10;17.86;2.5;5.66;0.43;17.62;1609.86
33;879;900;Air;0.1;Leather scraps ;Marble dust ;10;17.33;2.54;4.79;0.43;16.23;1469.05
34;889;900;Air;0.1;Leather scraps ;Marble dust ;10;16.99;2.61;4.13;0.43;15.12;1362.42
35;900;900;Air;0.1;Leather scraps ;Marble dust ;10;16.61;2.71;3.5;0.43;13.95;1255.61
36;900;900;Air;0.1;Leather scraps ;Marble dust ;10;16.28;2.8;3.01;0.43;12.97;1169.38
37;900;900;Air;0.1;Leather scraps ;Marble dust ;10;16.04;2.93;2.58;0.43;12.13;1095.8
38;900;900;Air;0.1;Leather scraps ;Marble dust ;10;15.84;3.09;2.2;0.43;11.33;1029.4
39;900;900;Air;0.1;Leather scraps ;Marble dust ;10;15.6;3.22;1.89;0.43;10.57;969.66
40;900;900;Air;0.1;Leather scraps ;Marble dust ;10;15.08;3.4;1.59;0.43;9.68;898.5
41;900;900;Air;0.1;Leather scraps ;Marble dust ;10;12.9;3.81;1.17;0.43;7.3;720.79
42;900;900;Air;0.1;Leather scraps ;Marble dust ;10;11.88;4.44;0.86;0.43;5.88;617.56
43;900;900;Air;0.1;Leather scraps ;Marble dust ;10;11.71;4.99;0.68;0.43;5.18;574.1
44;900;900;Air;0.1;Leather scraps ;Marble dust ;10;12.19;5.29;0.6;0.43;5.01;575.79
45;900;900;Air;0.1;Leather scraps ;Marble dust ;10;11.87;5.54;0.5;0.43;4.55;542.7
46;900;900;Air;0.1;Leather scraps ;Marble dust ;10;9.98;6.14;0.36;0.43;3.29;434.31
47;900;900;Air;0.1;Leather scraps ;Marble dust ;10;8.83;6.84;0.26;0.43;2.63;370.18
48;900;900;Air;0.1;Leather scraps ;Marble dust ;10;9.07;7.26;0.24;0.43;2.49;371.25
49;900;900;Air;0.1;Leather scraps ;Marble dust ;10;9.7;7.4;0.23;0.43;2.56;391.38
50;900;900;Air;0.1;Leather scraps ;Marble dust ;10;9.13;7.61;0.2;0.43;2.2;360.46
51;900;900;Air;0.1;Leather scraps ;Marble dust ;10;7.38;8.16;0.16;0.43;1.6;285.8
52;900;900;Air;0.1;Leather scraps ;Marble dust ;10;6.75;8.71;0.14;0.43;1.28;255.24
53;900;900;Air;0.1;Leather scraps ;Marble dust ;10;6.97;9.01;0.13;0.43;1.25;260
54;900;900;Air;0.1;Leather scraps ;Marble dust ;10;7.63;9.03;0.14;0.43;1.34;283.54
55;900;900;Air;0.1;Leather scraps ;Marble dust ;10;6.61;9.23;0.12;0.43;1.06;242.45
56;900;900;Air;0.1;Leather scraps ;Marble dust ;10;5.28;9.73;0.1;0.43;0.68;189.01
57;900;900;Air;0.1;Leather scraps ;Marble dust ;10;4.95;10.18;0.09;0.43;0.51;172.97
58;900;900;Air;0.1;Leather scraps ;Marble dust ;10;5.87;10.11;0.1;0.43;0.64;205.55
59;900;900;Air;0.1;Leather scraps ;Marble dust ;10;6.39;10.07;0.1;0.43;0.73;223.92
60;900;900;Air;0.1;Leather scraps ;Marble dust ;10;4.94;10.4;0.09;0.43;0.42;169.94
1;6;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;21;0;0
2;9;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;21;0;0
3;12;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;20;0;0
4;15;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;20;0;0
5;18;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;19;0;0
6;28;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;19;0;0
7;47;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;19;0;0
8;77;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;18.61;0;0
9;118;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0;0;18.62;0;0
10;167;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;0.86;0;17.9;0;0
11;226;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;1.39;0;17.55;0;0
12;290;900;Oxygen ;0.015;TWTS;AI-Ni ;0;0;2.5;0;16.38;0;0
13;355;900;Oxygen ;0.015;TWTS;AI-Ni ;0;1.2;5.18;0;13.1;0;36.11
14;413;900;Oxygen ;0.015;TWTS;AI-Ni ;0;2.17;8.76;0;9.12;0;65.3
15;466;900;Oxygen ;0.015;TWTS;AI-Ni ;0;3.28;14.48;0.89;4.97;0;183.3
16;510;900;Oxygen ;0.015;TWTS;AI-Ni ;0;4.19;20.68;2.19;2.27;0;334.26
17;549;900;Oxygen ;0.015;TWTS;AI-Ni ;0;5.63;27.78;4.9;0.44;0;635.2
18;581;900;Oxygen ;0.015;TWTS;AI-Ni ;0;7.2;32.01;9.08;0.44;0;1079.79
19;610;900;Oxygen ;0.015;TWTS;AI-Ni ;0;8.11;30.72;12.92;0.44;2.04;1534.08
20;636;900;Oxygen ;0.015;TWTS;AI-Ni ;0;8.19;27.11;15.87;0.44;4.23;1883.34
21;659;900;Oxygen ;0.015;TWTS;AI-Ni ;0;7.84;23.71;17.78;0.44;6.87;2134.44
22;682;900;Oxygen ;0.015;TWTS;AI-Ni ;0;7.43;21.6;19.08;0.44;9.73;2332.42
23;702;900;Oxygen ;0.015;TWTS;AI-Ni ;0;7.06;20.59;19.75;0.44;12.74;2476.27
24;720;900;Oxygen ;0.015;TWTS;AI-Ni ;0;6.83;20.01;20.22;0.44;15.53;2598.65
25;737;900;Oxygen ;0.015;TWTS;AI-Ni ;0;6.7;19.68;20.47;0.44;18.07;2695.54
26;754;900;Oxygen ;0.015;TWTS;AI-Ni ;0;6.64;19.41;20.78;0.44;20.32;2791.45
27;768;900;Oxygen ;0.015;TWTS;AI-Ni ;0;6.71;19.12;21.11;0.44;22.04;2877.09
28;784;900;Oxygen ;0.015;TWTS;AI-Ni ;0;6.86;18.77;21.48;0.44;23.59;2963.79
29;797;900;Oxygen ;0.015;TWTS;AI-Ni ;0;7.15;18.32;21.91;0.44;24.79;3049.79
30;810;900;Oxygen ;0.015;TWTS;AI-Ni ;0;7.58;17.78;22.33;0.44;25.81;3133.59
31;823;900;Oxygen ;0.015;TWTS;AI-Ni ;0;8.2;17.1;22.69;0.44;26.76;3215.28
32;835;900;Oxygen ;0.015;TWTS;AI-Ni ;0;8.99;16.27;22.93;0.44;27.65;3288.86
33;847;900;Oxygen ;0.015;TWTS;AI-Ni ;0;10.04;15.44;22.84;0.44;28.69;3343.44
34;859;900;Oxygen ;0.015;TWTS;AI-Ni ;0;11.33;14.35;22.45;0.44;29.64;3374
35;869;900;Oxygen ;0.015;TWTS;AI-Ni ;0;12.81;13.3;21.98;0.44;30.65;3404.49
36;879;900;Oxygen ;0.015;TWTS;AI-Ni ;0;14.35;12.19;21.08;0.44;31.96;3405
37;889;900;Oxygen ;0.015;TWTS;AI-Ni ;0;15.95;11.15;20;0.44;33.18;3387.48
38;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;17.55;10.18;18.52;0.44;34.53;3335.89
39;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;19.27;9.32;16.85;0.44;35.82;3268.02
40;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;21.17;8.6;14.82;0.44;36.89;3164.67
41;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;23.12;7.97;12.84;0.44;37.45;3052.11
42;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;24.57;7.49;11.03;0.44;37.27;2918.22
43;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;24.68;7.54;10.06;0.44;36.36;2801.72
44;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;25.13;7.62;9.48;0.44;34.78;2712.21
45;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;26.11;7.43;8.47;0.44;33.68;2612.32
46;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;27.19;7.07;7.5;0.44;32.95;2530.47
47;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;28.04;6.65;6.76;0.44;32.25;2464.47
48;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;27.88;6.32;6.36;0.44;32.31;2423.45
49;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;26.18;6.41;6.19;0.44;33.94;2405.58
50;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;25.68;6.48;5.74;0.44;34.79;2373.54
51;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;25.71;6.31;5.28;0.44;35.04;2338.29
52;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;25.59;6.07;4.98;0.44;34.67;2294.94
53;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;24.84;6.01;4.95;0.44;34.63;2268.31
54;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;24.04;6.13;4.84;0.44;35.03;2245.91
55;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;23.77;6.22;4.57;0.48;35.5;2226.38
56;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;23.99;6.13;4.28;0.59;35.37;2201.49
57;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;23.97;5.99;4.15;0.75;35.03;2178.22
58;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;23.18;6.09;4.16;0.83;35.53;2170.56
59;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;22.58;6.39;4.04;0.84;36.27;2163.54
60;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;22.51;6.56;3.81;0.85;36.64;2150.8
61;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;22.55;6.53;3.58;1.02;36.19;2116.49
62;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;22.09;6.52;3.52;1.25;35.71;2082.38
63;900;900;Oxygen ;0.015;TWTS;AI-Ni ;0;21.38;6.7;3.54;1.4;35.74;2063.83
