Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;CarbonMonoxide;CarbonDioxide;Methane;Oxygen;Hydrogen;CalorificValue
44;985;1000;Air;0.05;TWTS;None ;15;17;8.72;4;9.78;15;1346.72
45;995;1000;Air;0.05;TWTS;None ;15;17;8.02;3;10.28;14;1221.33
46;1000;1000;Air;0.05;TWTS;None ;15;17;7.35;3;10.84;13;1191
47;1000;1000;Air;0.05;TWTS;None ;15;17;6.8;2;11.33;12;1065.61
48;1000;1000;Air;0.05;TWTS;None ;15;17;6.35;2;11.59;11;1035.28
49;1000;1000;Air;0.05;TWTS;None ;15;18;5.96;2;11.85;10;1035.04
50;1000;1000;Air;0.05;TWTS;None ;15;18;5.6;1;12.09;9;909.65
51;1000;1000;Air;0.05;TWTS;None ;15;18;5.25;1;12.29;9;909.65
52;1000;1000;Air;0.05;TWTS;None ;15;17;4.9;1;12.53;9;879.56
53;1000;1000;Air;0.05;TWTS;None ;15;16;4.56;1;13.11;8;819.14
54;1000;1000;Air;0.05;TWTS;None ;15;15;4.26;1;13.8;8;789.05
55;1000;1000;Air;0.05;TWTS;None ;15;13;4;1;14.63;7;698.54
1;6;1000;Air;0.05;TWTS;None ;20;0;4.63;0;21;0;0
2;9;1000;Air;0.05;TWTS;None ;20;0;3.51;0;21;0;0
3;12;1000;Air;0.05;TWTS;None ;20;0;3.08;0;21;0;0
4;15;1000;Air;0.05;TWTS;None ;20;0;2.84;0;21;0;0
5;18;1000;Air;0.05;TWTS;None ;20;0;2.69;0;21;0;0
6;28;1000;Air;0.05;TWTS;None ;20;0;2.59;0;21;0;0
7;47;1000;Air;0.05;TWTS;None ;20;0;2.52;0;21;0;0
8;77;1000;Air;0.05;TWTS;None ;20;0;2.47;0;21;0;0
9;118;1000;Air;0.05;TWTS;None ;20;0;2.47;0;21;0;0
10;167;1000;Air;0.05;TWTS;None ;20;0;2.53;0;21;0;0
11;226;1000;Air;0.05;TWTS;None ;20;0;2.7;0;20.91;1;30.33
12;290;1000;Air;0.05;TWTS;None ;20;0;3.11;0;19.93;1;30.33
13;355;1000;Air;0.05;TWTS;None ;20;0;3.92;0;18.69;1;30.33
14;413;1000;Air;0.05;TWTS;None ;20;1;5.47;0;17.58;1;60.42
15;466;1000;Air;0.05;TWTS;None ;20;1;7.88;1;16.82;1;155.48
16;510;1000;Air;0.05;TWTS;None ;20;1;9.94;2;16.44;1;250.54
17;549;1000;Air;0.05;TWTS;None ;20;1;11.89;2;15.9;2;280.87
18;581;1000;Air;0.05;TWTS;None ;20;2;13.57;3;14.87;3;436.35
19;610;1000;Air;0.05;TWTS;None ;20;2;14.84;4;13.95;5;592.07
20;636;1000;Air;0.05;TWTS;None ;20;2;15.57;5;12.85;7;747.79
21;659;1000;Air;0.05;TWTS;None ;20;2;16.06;6;11.78;10;933.84
22;682;1000;Air;0.05;TWTS;None ;20;2;16.66;7;10.71;13;1119.89
23;702;1000;Air;0.05;TWTS;None ;20;2;17.14;7;10.05;16;1210.88
24;720;1000;Air;0.05;TWTS;None ;20;3;17.09;8;9.45;18;1396.69
25;737;1000;Air;0.05;TWTS;None ;20;3;16.89;8;8.82;19;1427.02
26;754;1000;Air;0.05;TWTS;None ;20;4;16.69;9;8.02;20;1582.5
27;768;1000;Air;0.05;TWTS;None ;20;5;16.58;9;7.33;21;1642.92
28;784;1000;Air;0.05;TWTS;None ;20;7;16.53;9;6.72;21;1703.1
29;797;1000;Air;0.05;TWTS;None ;20;8;16.07;9;6.26;21;1733.19
30;810;1000;Air;0.05;TWTS;None ;20;9;16.03;9;5.5;21;1763.28
31;823;1000;Air;0.05;TWTS;None ;20;10;16.06;9;5.34;22;1823.7
32;835;1000;Air;0.05;TWTS;None ;20;11;16.06;8;5.07;21;1728.4
33;847;1000;Air;0.05;TWTS;None ;20;12;16.22;8;4.58;22;1788.82
34;859;1000;Air;0.05;TWTS;None ;20;13;16.17;8;4.21;21;1788.58
35;869;1000;Air;0.05;TWTS;None ;20;15;16;8;4;21;1848.76
36;879;1000;Air;0.05;TWTS;None ;20;16;15.71;8;3.88;21;1878.85
37;889;1000;Air;0.05;TWTS;None ;20;17;15.24;7;4.06;20;1783.55
38;900;1000;Air;0.05;TWTS;None ;20;18;14.9;7;4.01;21;1843.97
39;915;1000;Air;0.05;TWTS;None ;20;19;14.48;7;3.85;20;1843.73
40;930;1000;Air;0.05;TWTS;None ;20;19;13.9;6;3.88;20;1748.67
41;945;1000;Air;0.05;TWTS;None ;20;20;13.26;6;3.9;19;1748.43
42;960;1000;Air;0.05;TWTS;None ;20;21;12.7;5;3.9;18;1653.13
43;975;1000;Air;0.05;TWTS;None ;20;22;12.14;5;4.01;17;1652.89
44;985;1000;Air;0.05;TWTS;None ;20;22;11.63;4;4.27;16;1527.5
45;995;1000;Air;0.05;TWTS;None ;20;22;11.31;3;4.63;15;1402.11
46;1000;1000;Air;0.05;TWTS;None ;20;23;11.19;2;4.98;13;1276.48
47;1000;1000;Air;0.05;TWTS;None ;20;23;11.02;2;5.15;12;1246.15
48;1000;1000;Air;0.05;TWTS;None ;20;23;10.87;1;5.18;10;1090.43
49;1000;1000;Air;0.05;TWTS;None ;20;23;10.7;1;5.19;9;1060.1
50;1000;1000;Air;0.05;TWTS;None ;20;23;10.55;1;5.15;8;1029.77
51;1000;1000;Air;0.05;TWTS;None ;20;24;10.43;1;5.02;8;1059.86
52;1000;1000;Air;0.05;TWTS;None ;20;24;10.27;1;5;7;1029.53
53;1000;1000;Air;0.05;TWTS;None ;20;24;10.09;1;4.96;7;1029.53
54;1000;1000;Air;0.05;TWTS;None ;20;24;9.87;1;5.03;7;1029.53
55;1000;1000;Air;0.05;TWTS;None ;20;24;9.61;1;5.08;6;999.2
56;1000;1000;Air;0.05;TWTS;None ;20;23;9.35;1;5.19;6;969.11
57;1000;1000;Air;0.05;TWTS;None ;20;23;9.09;1;5.38;6;969.11
58;1000;1000;Air;0.05;TWTS;None ;20;23;8.87;1;5.53;6;969.11
59;1000;1000;Air;0.05;TWTS;None ;20;22;8.59;1;5.88;6;939.02
60;1000;1000;Air;0.05;TWTS;None ;20;21;8.38;1;6.16;6;908.93
61;1000;1000;Air;0.05;TWTS;None ;20;20;8.24;1;6.43;6;878.84
62;1000;1000;Air;0.05;TWTS;None ;20;19;8.09;1;6.95;6;848.75
1;21;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;1.49;0;21;0;0
2;28;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;5.77;0;21;0;0
3;47;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;4.87;0;21;0;0
4;77;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;4.53;0;21;0;0
5;118;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;4.3;0;21;0;0
6;167;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;4.07;0;21;0;0
7;226;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.84;0;21;0;0
8;290;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.66;0;20.24;1;30.33
9;355;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.57;0;19.86;1;30.33
10;413;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.48;0;19.12;1;30.33
11;466;800;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.54;0;17.22;1;30.33
12;510;800;Air;0.05;Leather scraps ;AI-Ni ;0;1;4.38;0;14.66;1;60.42
13;549;800;Air;0.05;Leather scraps ;AI-Ni ;0;2;11.5;0;12.71;1;90.51
14;581;800;Air;0.05;Leather scraps ;AI-Ni ;0;2;15.33;1;14.71;1;185.57
15;610;800;Air;0.05;Leather scraps ;AI-Ni ;0;4;19.16;1;14.18;2;276.08
16;636;800;Air;0.05;Leather scraps ;AI-Ni ;0;5;24.33;2;12.15;2;401.23
17;659;800;Air;0.05;Leather scraps ;AI-Ni ;0;6;26.76;3;10.12;4;587.04
18;682;800;Air;0.05;Leather scraps ;AI-Ni ;0;8;28.65;5;7.51;8;958.66
19;702;800;Air;0.05;Leather scraps ;AI-Ni ;0;9;28.43;8;5.13;12;1395.25
20;720;800;Air;0.05;Leather scraps ;AI-Ni ;0;9;26.03;11;3.27;19;1892.74
21;737;800;Air;0.05;Leather scraps ;AI-Ni ;0;9;22.35;12;2.73;24;2139.45
22;754;800;Air;0.05;Leather scraps ;AI-Ni ;0;10;19.29;14;2.52;27;2450.65
23;768;800;Air;0.05;Leather scraps ;AI-Ni ;0;11;17.02;15;2.41;28;2606.13
24;784;800;Air;0.05;Leather scraps ;AI-Ni ;0;14;13.92;15;2.54;29;2726.73
25;797;800;Air;0.05;Leather scraps ;AI-Ni ;0;16;11.61;16;2.57;29;2881.97
26;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;18;9.22;17;2.22;30;3067.54
27;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;19;7.56;16;2.57;30;3002.57
28;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;20;6.15;16;2.76;32;3093.32
29;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;19;5.42;14;2.9;34;2933.77
30;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;17;5.12;11;3.78;33;2558.08
31;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;15;5.08;10;4.74;31;2342.18
32;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;16;4.4;10;3.94;33;2432.93
33;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;15;4.2;9;5.55;30;2216.79
34;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;14;4.53;8;5;27;2000.65
35;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;16;4;8;4.96;27;2060.83
36;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;13;4.18;7;5.03;22;1723.85
37;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;12;4.1;6;5.08;20;1538.04
38;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;11;4;6;5.19;19;1477.62
39;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;10;4.05;5;5.38;17;1291.81
40;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;10;4.04;5;5.53;15;1231.15
41;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;9;3.98;5;5.88;14;1170.73
42;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;8;3.88;5;6.16;13;1110.31
43;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;8;3.8;5;6.43;13;1110.31
44;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;9;3.74;5;6.95;13;1140.4
45;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;8;3.69;5;8.1;13;1110.31
46;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;8;3.65;5;8.4;12;1079.98
47;800;800;Air;0.05;Leather scraps ;AI-Ni ;0;7;3.6;4;8.8;12;954.83
1;21;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;1.33;0;21;0;0
2;28;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;1.33;0;21;0;0
3;47;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.14;0;21;0;0
4;77;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.02;0;21;0;0
5;118;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.83;0;21;0;0
6;167;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.67;0;21;0;0
7;226;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.55;0;21;0;0
8;290;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.47;0;21;0;0
9;355;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.41;0;21;0;0
10;413;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.39;0;20.67;1;30.33
11;466;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.53;0;19.2;1;30.33
12;510;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.25;0;17.85;1;30.33
13;549;900;Air;0.05;Leather scraps ;AI-Ni ;0;0;5.49;0;17.89;1;30.33
14;581;900;Air;0.05;Leather scraps ;AI-Ni ;0;1;8.72;0;17.47;1;60.42
15;610;900;Air;0.05;Leather scraps ;AI-Ni ;0;2;11.9;1;16.41;1;185.57
16;636;900;Air;0.05;Leather scraps ;AI-Ni ;0;3;13.79;1;15.09;2;245.99
17;659;900;Air;0.05;Leather scraps ;AI-Ni ;0;3;14.72;2;13.75;3;371.38
18;682;900;Air;0.05;Leather scraps ;AI-Ni ;0;4;15.12;3;12.54;6;587.52
19;702;900;Air;0.05;Leather scraps ;AI-Ni ;0;5;15.52;5;11.09;9;898.72
20;720;900;Air;0.05;Leather scraps ;AI-Ni ;0;5;16.28;6;8.94;13;1115.1
21;737;900;Air;0.05;Leather scraps ;AI-Ni ;0;6;16.11;8;7.45;17;1456.63
22;754;900;Air;0.05;Leather scraps ;AI-Ni ;0;6;15.84;9;6.29;20;1642.68
23;768;900;Air;0.05;Leather scraps ;AI-Ni ;0;8;15.41;10;5.18;23;1888.91
24;784;900;Air;0.05;Leather scraps ;AI-Ni ;0;10;14.44;12;4.18;24;2169.54
25;797;900;Air;0.05;Leather scraps ;AI-Ni ;0;12;12.78;13;3.58;26;2385.44
26;800;900;Air;0.05;Leather scraps ;AI-Ni ;0;14;9.83;13;4.17;25;2415.29
27;810;900;Air;0.05;Leather scraps ;AI-Ni ;0;16;7.42;12;4.59;27;2441.07
28;823;900;Air;0.05;Leather scraps ;AI-Ni ;0;16;5.87;12;5.06;27;2441.07
29;835;900;Air;0.05;Leather scraps ;AI-Ni ;0;15;4.85;10;5.69;25;2160.2
30;847;900;Air;0.05;Leather scraps ;AI-Ni ;0;13;4.3;8;6;24;1879.57
31;859;900;Air;0.05;Leather scraps ;AI-Ni ;0;12;4.06;6;6.12;22;1598.7
32;869;900;Air;0.05;Leather scraps ;AI-Ni ;0;11;3.95;5;6.31;20;1412.89
33;879;900;Air;0.05;Leather scraps ;AI-Ni ;0;10;3.89;4;6.44;18;1227.08
34;889;900;Air;0.05;Leather scraps ;AI-Ni ;0;10;3.91;3;6.46;16;1071.36
35;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;10;3.95;3;6.35;14;1010.7
36;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;10;4.01;2;6.21;13;885.31
37;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;10;4.06;2;6.2;12;854.98
38;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;9;4.2;2;6.33;10;764.23
39;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;8;4.45;1;6.32;8;578.42
40;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;8;4.78;1;6.38;7;548.09
41;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;7;5.07;1;6.6;6;487.67
42;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;8;5.22;1;6.7;6;517.76
43;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;7;5.31;1;7.11;6;487.67
44;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;7;5.41;1;7.39;5;457.34
45;900;900;Air;0.05;Leather scraps ;AI-Ni ;0;6;5.55;1;7.61;5;427.25
1;6;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;1.35;0;21;0;0
2;9;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;6.45;0;21;0;0
3;12;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;4.46;0;21;0;0
4;15;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.71;0;21;0;0
5;18;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.28;0;21;0;0
6;28;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.03;0;21;0;0
7;47;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.86;0;21;0;0
8;77;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.73;0;21;0;0
9;118;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.65;0;20.5;1;30.33
10;167;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;2.68;0;19.7;1;30.33
11;226;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;3.16;0;17.74;1;30.33
12;290;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;4.4;0;16.65;1;30.33
13;355;1000;Air;0.05;Leather scraps ;AI-Ni ;0;0;6.91;0;16.98;1;30.33
14;413;1000;Air;0.05;Leather scraps ;AI-Ni ;0;1;10.48;0;17;1;60.42
15;466;1000;Air;0.05;Leather scraps ;AI-Ni ;0;2;13.47;1;16.05;1;185.57
16;510;1000;Air;0.05;Leather scraps ;AI-Ni ;0;3;16.16;2;14.6;2;341.05
17;549;1000;Air;0.05;Leather scraps ;AI-Ni ;0;4;18.38;3;12.86;3;496.53
18;581;1000;Air;0.05;Leather scraps ;AI-Ni ;0;5;19.59;4;10.78;6;712.67
19;610;1000;Air;0.05;Leather scraps ;AI-Ni ;0;7;21.22;6;8.23;11;1114.62
20;636;1000;Air;0.05;Leather scraps ;AI-Ni ;0;8;21.2;8;6.11;16;1486.48
21;659;1000;Air;0.05;Leather scraps ;AI-Ni ;0;7;19.1;10;4.72;25;1919.48
22;682;1000;Air;0.05;Leather scraps ;AI-Ni ;0;8;17.28;11;3.86;30;2196.28
23;702;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;15.28;12;3.53;33;2442.51
24;720;1000;Air;0.05;Leather scraps ;AI-Ni ;0;12;12.83;12;3.83;32;2472.36
25;737;1000;Air;0.05;Leather scraps ;AI-Ni ;0;15;10.19;12;4.06;30;2501.97
26;754;1000;Air;0.05;Leather scraps ;AI-Ni ;0;17;7.91;12;4.05;29;2531.82
27;768;1000;Air;0.05;Leather scraps ;AI-Ni ;0;19;6.18;12;4.17;28;2561.67
28;784;1000;Air;0.05;Leather scraps ;AI-Ni ;0;18;5.01;11;4.63;27;2406.19
29;797;1000;Air;0.05;Leather scraps ;AI-Ni ;0;17;4.29;10;5.02;26;2250.71
30;810;1000;Air;0.05;Leather scraps ;AI-Ni ;0;15;3.84;7;5.45;25;1875.02
31;823;1000;Air;0.05;Leather scraps ;AI-Ni ;0;13;3.64;6;5.7;23;1659.12
32;835;1000;Air;0.05;Leather scraps ;AI-Ni ;0;12;3.57;5;5.99;20;1442.98
33;847;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;3.57;4;6.17;18;1257.17
34;859;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;3.62;3;6.22;16;1101.45
35;869;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;3.71;3;6.2;15;1071.12
36;879;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;3.81;2;6.2;13;915.4
37;889;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;3.94;2;6.14;13;915.4
38;900;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;4.05;2;6.14;12;885.07
39;915;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;4.36;2;5.34;11;854.74
40;930;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;4.78;2;5.42;11;854.74
41;945;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.07;1;5.49;10;699.26
42;960;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.26;1;5.58;9;668.93
43;975;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.39;1;5.74;9;668.93
44;985;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.45;1;5.91;9;668.93
45;995;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.5;1;6.09;8;638.6
46;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.52;1;6.33;8;638.6
47;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.52;1;6.53;8;638.6
48;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;5.49;1;6.72;8;638.6
49;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;5.47;1;6.9;8;668.69
50;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;5.41;1;7.23;8;668.69
51;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;5.28;1;7.52;8;668.69
52;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;5.14;1;8.01;8;668.69
53;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;4.98;1;8.28;8;668.69
54;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;11;4.82;1;8.7;8;668.69
55;1000;1000;Air;0.05;Leather scraps ;AI-Ni ;0;10;4.66;1;9.75;8;638.6
1;21;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.53;0;21;0;0
2;28;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.3;0;21;0;0
3;47;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.17;0;21;0;0
4;77;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.3;0;21;0;0
5;118;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.49;0;21;0;0
6;167;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.6;0;21;0;0
7;226;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.65;0;21;0;0
8;290;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.65;0;21;0;0
9;355;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.65;0;20.48;1;30.33
10;413;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.67;0;20.02;1;30.33
11;466;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.79;0;19.23;1;30.33
12;510;800;Air;0.1;Leather scraps ;AI-Ni ;0;0;3.41;0;17.95;1;30.33
13;549;800;Air;0.1;Leather scraps ;AI-Ni ;0;1;6.55;0;15.87;1;60.42
14;581;800;Air;0.1;Leather scraps ;AI-Ni ;0;3;13.5;1;13.36;1;215.66
15;610;800;Air;0.1;Leather scraps ;AI-Ni ;0;4;17.93;1;12.05;1;245.75
16;636;800;Air;0.1;Leather scraps ;AI-Ni ;0;5;20.02;2;10.86;2;401.23
17;659;800;Air;0.1;Leather scraps ;AI-Ni ;0;7;23.66;4;8.67;4;712.19
18;682;800;Air;0.1;Leather scraps ;AI-Ni ;0;7;23.97;5;7.26;7;898.24
19;702;800;Air;0.1;Leather scraps ;AI-Ni ;0;8;23.22;7;5.79;11;1239.77
20;720;800;Air;0.1;Leather scraps ;AI-Ni ;0;9;21.9;9;4.61;16;1611.63
21;737;800;Air;0.1;Leather scraps ;AI-Ni ;0;9;19.71;11;3.56;23;2014.06
22;754;800;Air;0.1;Leather scraps ;AI-Ni ;0;9;17.44;12;3.39;27;2230.44
23;768;800;Air;0.1;Leather scraps ;AI-Ni ;0;11;14.89;12;3.48;29;2351.28
24;784;800;Air;0.1;Leather scraps ;AI-Ni ;0;13;12.65;12;3.46;29;2411.46
25;797;800;Air;0.1;Leather scraps ;AI-Ni ;0;15;10.56;12;3.53;30;2501.97
26;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;16;8.77;13;3.61;30;2627.12
27;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;18;7.19;13;3.17;31;2717.63
28;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;18;6.34;12;3.76;30;2592.24
29;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;18;5.48;12;3.79;30;2592.24
30;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;17;4.99;11;4.33;29;2436.76
31;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;14;4.78;10;5.55;27;2190.77
32;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;13;4.62;8;6.76;23;1849.24
33;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;12;4.45;7;7.34;21;1663.43
34;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;11;4.32;6;7.32;21;1538.28
35;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;10;4.23;6;7.88;19;1447.53
36;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;10;4.17;5;8.44;17;1291.81
37;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;9;4.07;5;8.96;16;1231.39
38;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;9;3.95;5;9.16;15;1201.06
39;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;9;3.9;5;9.31;15;1201.06
40;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;8;3.85;4;9.72;14;1045.58
41;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;8;3.79;4;10.3;13;1015.25
42;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;7;3.71;4;10.33;12;954.83
43;800;800;Air;0.1;Leather scraps ;AI-Ni ;0;8;3.64;4;10.18;12;984.92
1;21;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;1.34;0;21;0;0
2;28;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.6;0;21;0;0
3;47;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.65;0;21;0;0
4;77;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.68;0;21;0;0
5;118;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.67;0;21;0;0
6;167;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.64;0;21;0;0
7;226;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.62;0;21;0;0
8;290;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.58;0;21;0;0
9;355;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.54;0;20.23;1;30.33
10;413;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.53;0;19.82;1;30.33
11;466;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.58;0;18.31;1;30.33
12;510;900;Air;0.1;Leather scraps ;AI-Ni ;0;0;2.89;0;16.76;1;30.33
13;549;900;Air;0.1;Leather scraps ;AI-Ni ;0;1;4.58;0;15.92;1;60.42
14;581;900;Air;0.1;Leather scraps ;AI-Ni ;0;2;10.78;1;14.67;1;185.57
15;610;900;Air;0.1;Leather scraps ;AI-Ni ;0;3;16.42;1;13.67;1;215.66
16;636;900;Air;0.1;Leather scraps ;AI-Ni ;0;4;18.96;2;12.59;2;371.14
17;659;900;Air;0.1;Leather scraps ;AI-Ni ;0;5;20.36;3;11.47;3;526.62
18;682;900;Air;0.1;Leather scraps ;AI-Ni ;0;7;23.44;5;8.87;6;867.91
19;702;900;Air;0.1;Leather scraps ;AI-Ni ;0;8;23.88;7;6.84;10;1209.44
20;720;900;Air;0.1;Leather scraps ;AI-Ni ;0;8;22.98;9;5.15;16;1581.54
21;737;900;Air;0.1;Leather scraps ;AI-Ni ;0;9;21.63;11;3.97;20;1923.07
22;754;900;Air;0.1;Leather scraps ;AI-Ni ;0;9;20.09;12;3.28;24;2139.45
23;768;900;Air;0.1;Leather scraps ;AI-Ni ;0;9;19.1;12;3.24;24;2139.45
24;784;900;Air;0.1;Leather scraps ;AI-Ni ;0;9;15.37;12;4.41;25;2169.78
25;797;900;Air;0.1;Leather scraps ;AI-Ni ;0;11;13.12;13;4.6;25;2325.02
26;800;900;Air;0.1;Leather scraps ;AI-Ni ;0;13;10.77;13;4.78;26;2415.53
27;810;900;Air;0.1;Leather scraps ;AI-Ni ;0;15;8.86;13;4.92;26;2475.71
28;823;900;Air;0.1;Leather scraps ;AI-Ni ;0;17;6.9;12;4.77;27;2471.16
29;835;900;Air;0.1;Leather scraps ;AI-Ni ;0;17;5.49;13;4.16;29;2626.88
30;847;900;Air;0.1;Leather scraps ;AI-Ni ;0;18;4.53;13;3.45;31;2717.63
